Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240625120017,0,1010.88,49.62,39.12,57634.22,787.13
20240625121017,0,1010.86,47.74,41.77,58979,838.97
20240625122017,0,1010.81,48.42,42.08,65949.98,1036.33
20240625123017,0,1010.55,49.26,40.91,55323.26,739.81
20240625124017,0,1010.68,48.53,42.34,62047.29,963.22
20240625125017,0,1010.49,50.38,40.9,63082.53,1021.27
20240625130017,0,1010.31,51.23,39.37,54718.8,795.58
20240625131017,0,1010.56,50.36,39.98,55774.99,833.05
20240625132017,0,1010.47,50.46,39.86,52219.52,724.53
20240625133017,0,1010.49,49.17,40.96,46834.47,588.69
20240625134017,0,1010.43,48.85,41.31,44326.93,558.63
20240625135017,0,1010.42,48.72,41.75,39982.44,470.82
20240625140017,0,1010.43,48.39,42.23,38337.76,454.07
20240625141017,0,1009.85,46.82,42.55,15329.92,168.62
20240625142017,0,1009.79,40.92,50.38,10263.33,24.01
20240625143017,0,1009.8,37.31,63.15,10112.58,22.04
20240625144017,0,1009.7,35.98,69.72,10895.25,27.49
20240625145017,0,1009.76,35.58,72.6,10971.5,29.18
20240625150017,0,1009.63,35.12,74.66,7651.58,13
20240625151017,0,1009.5,34.64,76.91,6833.42,10.55
20240625152017,0,1009.53,34.05,78.76,5866.5,7.16
20240625153017,0,1009.43,33.49,81.78,5859.48,7.22
20240625154017,0,1009.53,33.2,82.33,5941.08,7.55
20240625155017,0,1009.65,33.11,82.57,5694.33,7
20240625160017,0,1009.74,33.96,82.55,5667.58,7.05
20240625161017,0,1009.82,33.86,79.74,5327.83,6.2
20240625162017,0,1009.88,33.07,80.96,5041.67,5.52
20240625163017,0,1009.92,32.63,82.28,4859.17,4.91
20240625164017,0,1009.86,32.26,83.65,4669.25,4.32
20240625165017,0,1009.86,31.8,84.26,2477.92,1.1
20240626070017,0,1015.39,44.77,50.18,23673.33,228.86
20240626071017,0,1015.36,47.04,45.03,27476.42,303.43
20240626072017,0,1014.31,47.31,40.66,15986,119.78
20240626073017,0,1014.27,40.69,47.85,14609.58,68.72
20240626074017,0,1014.41,39.73,53.69,19695.58,113.5
20240626075017,0,1014.31,40.45,52.01,21129.87,150.58
20240626080017,0,1014.44,39.6,53.32,28230.75,235.3
20240626081017,0,1014.98,44.79,49.53,53854.5,789.65
20240626082017,0,1014.75,51.93,39.94,59183.67,926.42
20240626083017,0,1014.04,55.08,34.75,51450.82,731.44
20240626084017,0,1013.78,54.33,34,51916.39,725.27
20240626085017,0,1013.94,53.95,34.41,59369.1,927.44
20240626090017,0,1013.96,54.77,34.08,64019.78,1014.58
20240626091017,0,1013.89,55.77,33.46,65869.3,1035.35
20240626092017,0,1013.85,56.35,32.82,67603.47,1078.64
20240626093017,0,1013.98,55.25,33.63,70090.34,1128.22
20240626094017,0,1013.91,54.9,34.28,72334.46,1100.73
20240626095017,0,1013.88,54.93,33.57,75268.22,1148.13
20240626100017,0,1013.86,53.84,33.96,73825.87,1157.02
20240626101017,0,1013.94,52.32,35.57,78899.88,1243.52
20240626102017,0,1013.86,52.63,35.53,81154.86,1251.6
20240626103017,0,1013.79,52.55,35.51,83169.97,1295.42
20240626104017,0,1013.68,52.75,35.59,83931.13,1289.62
20240626105017,0,1013.74,52.72,35.31,82475.66,1300.29
20240626110017,0,1013.81,52.16,35.91,81919.35,1325.43
20240626111017,0,1013.83,51.33,36.83,83275.99,1320.75
20240626112017,0,1013.84,51.24,37.02,82621.03,1309.53
20240626113017,0,1013.8,51.15,37.38,81327.64,1298.95
20240626114017,0,1013.6,51.45,37.28,79567.24,1277.5
20240626115017,0,1013.64,51.97,36.89,77868.66,1264.51
20240626120017,0,1013.56,52.1,36.95,76368.45,1245.87
20240626121017,0,1013.4,52.41,37.03,74614.33,1214.19
20240626122017,0,1013.32,53.17,36.46,73163.36,1186.03
20240626123017,0,1013.14,53.62,35.6,58357.77,866.48
20240626124017,0,1013.02,49.4,37.47,36731.7,327.57
20240626125017,0,1013.56,49.18,41.18,71323.57,1176.75
20240626130017,0,1013.02,54.4,35.9,66196.87,1090.16
20240626131017,0,1012.95,54.86,34.73,59752.56,943.3
20240626132017,0,1012.97,54.38,35.05,57290.3,861.39
20240626133017,0,1013.01,53.89,35.33,53904.09,787.3
20240626134017,0,1013.02,52.64,36.51,49431.49,705.54
20240626135017,0,1012.89,51.75,37.35,45908.18,632.83
20240626140017,0,1012.34,47.32,39.39,22456.11,211.34
20240626141017,0,1012.27,44.97,43.32,17187.07,168.61
20240626142017,0,1012.21,39.79,50.63,7791.92,16.18
20240626143017,0,1012.27,36.16,63.84,7434.17,13.02
20240626144017,0,1012.3,34.64,71.17,5470.83,6.26
20240626145017,0,1012.44,34.14,73.7,4180.83,3.69
20240626150017,0,1012.46,33.39,75.3,3466,2.25
20240626151017,0,1012.32,32.68,79.52,4110.92,3.61
20240626152017,0,1012.34,32.41,80.71,4320.58,4.19
20240626153017,0,1012.33,32.34,81.01,4286.5,4.18
20240626154017,0,1012.27,32.25,81,4249.92,4.02
20240626155017,0,1012.27,32.35,80.94,4965.92,5.98
20240626160017,0,1012.3,32.64,80.45,4338.33,4.34
20240626161017,0,1012.42,32.56,81.1,4302.25,4.2
20240626162017,0,1012.42,32.27,81.44,3307.33,2.17
20240626163017,0,1012.2,32.02,82.43,3106.58,1.97
20240626164017,0,1012.24,31.66,83.27,2634.5,1.26
20240626165017,0,1012.34,31.19,85.1,2415,1.03
20240627070017,0,1015.52,47.18,41.41,24758.5,256.97
20240627071017,0,1015.28,48.59,39.08,27742.33,314.37
20240627072017,0,1015.06,50.13,37.69,31745.75,375.55
20240627073017,0,1015.01,51.26,36.47,36334.33,444.05
20240627074017,0,1014.87,52.32,35.08,40027.24,518.28
20240627075017,0,1014.58,53.58,34.13,43552.48,592.06
20240627080017,0,1014.44,54.27,32.91,47530.58,662.59
20240627081017,0,1014.39,54.17,33.21,51403.74,750.25
20240627082017,0,1014.2,55.24,32.71,53788.37,800.28
20240627083017,0,1014.46,54.06,32.93,55775.36,874.64
20240627084017,0,1014.28,53.24,34.22,58650,922.06
20240627085017,0,1014.03,53.19,34.07,56190.43,865.95
