Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240211100002,0.77,1023.89,34.48,21.78,98942.4,1798.65
20240211101002,1.31,1023.93,31.23,25.16,103221.84,1885.54
20240211102002,1.18,1023.8,31.95,24.24,109235.08,1980.8
20240211103002,1.67,1023.75,31.6,23.27,114900.57,2032.85
20240211104002,1.53,1023.64,30.4,23.76,103812.83,1747.83
20240211105002,2.1,1023.57,28.82,25.24,114338.74,2074.83
20240211110002,1.47,1023.34,31.77,21.65,117758.2,2090.16
20240211111002,2.16,1023.28,30.02,22.78,117741.85,2080.68
20240211112002,1.6,1023.14,28.96,24.39,70343.27,1020.92
20240211113002,1.61,1023.09,25.9,29.22,82122.46,1323.05
20240211114002,2.42,1022.84,29.01,23.98,117758.2,2137.83
20240211115002,2.26,1022.79,28.58,24.43,117758.2,2122.8
20240211120002,1.79,1022.58,31.02,22.38,117758.2,2094.5
20240211121002,2.54,1022.52,29.24,23.41,117758.2,2109.18
20240211122002,3.35,1022.41,27.59,25.28,117758.2,2156.55
20240211123002,2.33,1022.24,29.9,22.97,117758.2,2101.58
20240211124002,2.78,1022.12,29.7,23.02,117711.3,2107.9
20240211125002,1.76,1021.79,33.09,18.9,117758.2,2079.02
20240211130002,2.53,1021.76,30.18,22.38,88865.53,1399.34
20240211131002,2.43,1021.72,26.57,27.07,37514.51,368.41
20240211132002,1.62,1021.66,23.37,32.08,23194.67,117.54
20240211133002,1.55,1021.61,23.14,32.97,22900.67,118.51
20240211134002,1.17,1021.57,23.45,32.73,22881.17,118.18
20240211135002,1.37,1021.49,23.92,31.4,24973.25,140.61
20240211140002,1.77,1021.41,23.65,31.94,24295.33,134.73
20240211141002,1.72,1021.36,23.02,32.66,25079.75,143.8
20240211142002,1.65,1021.31,23.41,31.57,24517.58,138.06
20240211143002,1.75,1021.26,23.29,31.37,22887.75,122.1
20240211144002,2.03,1021.22,22.55,30.86,22354.42,115.68
20240211145002,2.12,1021.27,22.32,33.09,20509.5,97.29
20240211150002,1.4,1021.29,22.63,32.5,17942.42,75.38
20240211151002,1.97,1021.29,22.11,33.55,16490.5,64.24
20240211152002,1.94,1021.32,21.65,34.18,15363.08,55.89
20240211153002,1.79,1021.33,21.5,35.42,13833.17,45.52
20240211154002,1.89,1021.31,21.38,36.07,12307.5,36.27
20240211155002,1.72,1021.36,20.93,37.24,11347.08,30.76
20240211160002,1.24,1021.45,21.07,37.51,10615.58,26.93
20240211161002,0.88,1021.51,21.4,37.41,9342.83,20.87
20240211162002,0.56,1021.66,21.26,37.84,8355.17,16.62
20240211163002,0.35,1021.75,21.29,38.48,7534.67,13.54
20240211164002,0.51,1021.84,20.92,40.36,6356.08,9.46
20240211165002,0.5,1021.86,20.35,42.8,4926.83,5.52
20240212070002,1.61,1023.16,13.71,79.64,3793.75,3.54
20240212071002,2.05,1023.3,14.13,76.94,4925.16,5.81
20240212072002,1.46,1023.41,14.55,75.23,5887.58,8.29
20240212073002,1.68,1023.46,14.88,74.22,7038.25,11.85
20240212074002,1.63,1023.53,15.37,72.43,8452.67,17.09
20240212075002,1.92,1023.59,15.82,69.62,10215.42,24.6
20240212080002,1.98,1023.7,16.35,67.17,11846.17,33.13
20240212081002,1.02,1023.76,17.33,63.86,14114.83,46.64
20240212082002,0.87,1023.81,18.33,59.89,16204.25,60.82
20240212083002,1.55,1023.88,18.96,56.71,17281,69.72
20240212084002,0.74,1023.98,19.61,54.6,20103.75,94.46
20240212085002,0.91,1023.85,21.04,50.31,24322,136.48
20240212090002,1.12,1023.85,21.92,46.96,27521.34,177.92
20240212091002,1.46,1023.89,23.27,43.96,42249.43,493.87
20240212092002,1.24,1023.8,26.56,37.37,48725.5,539.77
20240212093002,1.87,1023.83,26.04,37.13,45600.55,464.97
20240212094002,1.23,1023.8,25.74,37.6,44169.7,431.23
20240212095002,0.78,1023.68,27.23,34.53,59951.29,817.4
20240212100002,1.01,1023.53,29.71,29.98,74553.78,1213.9
20240212101002,1,1023.49,28.24,30.56,49018.57,510.87
20240212102002,1.16,1023.4,27.14,32.07,48199.73,485.24
20240212103002,0.61,1023.25,27.39,31.57,49934.97,508.73
20240212104002,0.45,1023.04,30.46,27.59,91314.85,1530.78
20240212105002,0.42,1022.76,37.35,18.94,110866.64,1880.75
20240212110002,0.42,1022.66,38.5,17.44,117758.2,1970.14
20240212111002,0.48,1022.53,41.3,15.29,117758.2,1967.61
20240212112002,1.14,1022.37,38.3,16.65,101014.92,1681.75
20240212113002,1.49,1022.25,34.09,20.65,84145.86,1358.5
20240212114002,1.56,1022.12,31.78,23.68,48126.78,496.43
20240212115002,2.25,1021.95,29.36,26.47,54702.09,680.75
20240212120002,1.6,1021.87,29.18,26.89,46007.92,527.87
20240212121002,0.17,1021.82,28.89,27.39,30140.67,207.12
20240212122002,0.34,1021.57,28.1,29.1,30988.33,223.28
20240212123002,0.43,1021.34,28.8,27.91,36121.58,306.51
20240212124002,1.33,1021.2,27.55,31.12,32703.66,254.93
20240212125002,1.14,1021.08,26.96,32.94,24733.08,146.8
20240212130002,1.37,1021,25.97,34.77,26447.42,160.5
20240212131002,0.69,1020.86,26.7,33.43,26487.67,159.89
20240212132002,2.16,1020.78,25.4,35.01,25759.67,154.34
20240212133002,1.53,1020.66,25.46,34.98,26852,167.52
20240212134002,1.1,1020.56,25.92,33.69,27755.17,177.28
20240212135002,1.67,1020.56,25.27,36.47,22220.92,112.79
20240212140002,1.67,1020.44,23.71,41.57,19215.84,82.62
20240212141002,1.68,1020.37,23.27,42.87,14544.42,48.12
20240212142002,1.35,1020.35,22.33,45.08,8855.08,18.05
20240212143002,1.68,1020.36,21.58,47.17,6345.33,9.14
20240212144002,1.66,1020.37,21.02,48.32,4389.42,4.34
20240212145002,0.38,1020.32,20.89,49.19,3790.33,3.17
20240212150002,0,1020.3,20.97,49.35,3454.17,2.53
20240212151002,0.53,1020.26,20.78,49.16,3461.5,2.55
20240212152002,0.19,1020.28,20.72,49.6,3770.08,3.03
20240212153002,0.04,1020.31,20.8,50.7,3772.67,3.05
20240212154002,0,1020.35,20.91,50.4,3760.58,3.09
20240212155002,0.08,1020.4,20.8,53.64,3453,2.61
20240212160002,0,1020.48,20.54,56.09,2986.58,1.93
20240212161002,0,1020.53,20.28,58.38,2499,1.34
20240212162002,0.14,1020.62,20.06,59,1848.33,0.72
20240212163002,0.5,1020.7,19.62,59.93,1451.08,0.45
20240212164002,0.42,1020.83,19.35,60.86,1234.83,0.32
20240212165002,1.15,1020.92,19.23,58.12,1108.58,0.25
20240213070002,0,1020.49,16,81.02,9343.08,31.7
20240213071002,0.1,1020.54,20.05,65.13,15821.33,82.46
20240213072002,0.87,1020.61,22.09,56.34,22308.92,152.31
20240213073002,0.34,1020.62,24.41,50.18,28365.42,232.89
20240213074002,1.04,1020.54,25.74,45.46,33304.66,311.65
20240213075002,1.2,1020.62,26.48,42.8,35332.25,338.43
20240213080002,1.02,1020.7,24.9,46.08,34100.33,300.31
20240213081002,1.68,1020.61,25.91,43.56,44853.64,536.65
20240213082002,2.14,1020.57,26.93,41.13,52377.65,730.8
20240213083002,1.79,1020.68,26.47,41.35,41052.57,409.46
20240213084002,1.43,1020.78,25.25,45.18,39178.26,353.58
20240213085002,1.13,1020.76,26.74,41.35,56249.95,838.2
